,text,label
10,"['நேரம் ஒரு மாயவித்தை நேரம் ஒரு மாயவித்தை. அது காத்து இருக்கின்றபொழுது மெதுவாக நகரும். சோகமாக இருக்கின்றபொழுது நகரவே நகராது. மகிழ்ச்சியாக இருக்கின்ற பொழுது போவதே தெரியாது. பதற்றத்தில் தடுமாறும் நேரம். எண்ணங்களை குறித்தது எண்ணங்கள் சிந்தனைகளை பொறுத்தது. சிந்தனைகள் நாம் படிப்பது, கேட்பது, பார்ப்பது, பழகிய நட்பு இதைப் பொறுத்தது.']",[1.]
11,"['காலிஜ் படிக்கும் போது வேற என்ன பொவ்கஸ் என்ன சொல்லுங்க. எதுக்குமே கவலைப்பட்டதே கிடையாது. ஒரு நாளைக்கு மேல போய் நான் பதினாறு, பதினேழு ழிழ் வச்சிருந்தேன். அது ஜாஸ்தி. ரொம்ப ஜாஸ்தி தான். அது அப்பறம் ஒரு நாள் தோணுச்சு. இப்படியே போன வேலை, வேலை, முடிஞ்சுருச்சு அப்படின்னு சொல்லிட்டு, அப்பறம் நல்லா படிக்கிற பொண்ணுங்க கிட்ட போய் கேட்டு எனக்கு சொல்லிக் கொடுப்பான் போச்சுன்னு சொல்லி கேட்டேன். ராதா ஸுப்ழ் ஸ்ட்ழெய்ன் சொல்லிட்டு என் கூட படிச்சவங்களா இருக்காங்க. எனக்கு எல்லாரும் வேற வேற ஊர்ல ஸெடல் ஆயிட்டாங்க. ஸொவ் இந்த மாதிரி கேட்டு ஸெகன்ட் யிழ் தழ்ட் யிழ் பொழ்த் எல்லாம் இப்படி படிக்க ஆரம்பிச்சேன். டிக்ழி முடிச்சவங்க வேற என்ன பண்றது ஐயயோ முடிய போகுது. அந்த மாதிரி இருக்கும் ஸொவ் இவ்வளவு தான் நம்மளுடைய காலிஜ்~ லைப் ஸொவ் அது இந்த கதைக்குள்ள அந்த அந்த மசுழடி லெவல் எழுதப்பட்டு இருக்குன்றதுனால நம்மளால பயங்கரமா ழிலெய்ட் பண்ணிக்க முடியும். அதிலேயே ழிழ் வச்சேன் ஒரு விஷயம் சொன்னிங்க பாத்தீங்கன்னா ரொம்ப கனெக்ட். அவங்க எல்லாருக்கும் ம்ம்']",[1.]
12,['நிறைய காலிஜ்ல வந்து பசங்கலாம் வந்து மொவ்பல் பொவ்ன் ல வச்சிட்டு போவானுங்க ஸாக்ஸ்ல. ஆனா மாட்டிப்பாங்க அதற்கு ஒரு ஐநூறு ரூபாய் ஃபைன் போட்டு காட்டி வாங்கிடுவாங்க திருப்பி அன்ட் ஏன் இந்த மொவ்பல் பொவ்ன்? இல்லை இந்த டெக்னாலஜி யை ஒரு விரோதியாக பார்க்க வேண்டும். ஏன் வந்து இதை வந்து யுஸ் பண்ணுவதால் அந்த பசங்கள் அழிந்துவிடுவார்கள் நினைக்கிறோம் என்று எனக்கு புரியவில்லை என்றால் வந்து ரொம்ப இ_ஜி இக்ஜம்பல் நான் என்ன தான் எடுத்துக் கொள்கிறேன். என்னுடைய ஶ்ஒவ் வந்து இவ்வளவு பேர் கேட்டார்கள் சிரித்தார்கள். இந்த க்ழஒஃஸ் டாப் இன் த ஶ்ஒவ் வந்து நான் சென்னையில் மட்டும் ழெய்டிஅல் பண்ணிக்கொண்டு இருக்கிறோம். கிட்டத்தட்ட சென்னையில் இருக்குற முப்பத்தைந்து நாற்பது லட்சம் பேர் மட்டும் கேட்குற ஒரு ஶ்ஒவ்வை உலக லெவல் எடுத்துட்டு போனது இல்ல. சீக்கிரமா போயிடுவேன். பெய்ஸ்புக் ல என் கூட இருந்த காலிஜ்~ பசங்கன்னா அப்லொவ்ட் பண்ணாங்க. முதல் வாட்டி அப்லொவ்ட் பண்ண அடுத்த நாளைக்கு வந்து ஆயிரம் பேரு கேட்டுட்டு தான் இதற்கு டு தவ்ஜன்ட் இலெவன் வை திஸ் கொலைவெறி பாட்டுக்கலாம் முன்னாடி எனக்கெல்லாம் ரொம்ப கம்ப்யுட்ழ் மிஸ்டெய்க்ன்னு சொல்லிட்டு ஓடி இருக்கிறது. பேரு போய் எல்லாருடையும் ஆயிரம் பேர் கேட்டாங்க. ஆயிரம் பேர் கேட்டாங்க. நான் போய் சொல்றேன் சாயங்காலம் வந்து இரண்டாயிரம் க்ழஒஃஸ் பண்ணி இருந்தா உனக்கு ஃபஸ்ட் டழக் ல ஒரு கண்ணாடி வாங்கி தருவேன். நான் சாயங்காலம் வந்து பார்க்கும் போது நாற்பத்தி நான்கு ஆறு பேரு கேட்டுருந்தா'],[1.]
13,['ஒரு நிமிஷம் மெல்ல தளிடாதிங்க நான் வந்து டிஃடோக் நடிச்சுட்டு இருக்கேன் உங்க எல்லாருக்கும் தெரியும் சீமான் வந்துச்சு சீமான் வந்த வீடியோ வந்து யூடியூப்ல வந்து லைக் மட்டும் பண்றது இல்ல லைக்கும் கமியதன் வருது கமெண்ட்ல  வந்து  அசிங்க அசிங்கமா வய்யுறது நீ என்னடா இப்படி அப்படினு வய்யுறது ஸ்கூலுக்கு போடான்னு நான் தளபதி ரசிகேன் நான் தமிழன் எல்லாரும் என் வீட்டுக்கு பக்கத்துல இருக்குறவங்க எல்லாரும் சொல்லுவாங்க நீ ஏன்டா இப்படி பேசுற வஞ்சுவாங்கடா அடிச்சுடுவாங்கடே அப்படின்னுடறாங்க அதெல்லாம் ரசிகர்கள் இருக்குறவரைக்கும் ஒன்னும் புடுங்க முடியாதுடா நான் ஓத ஆளு தான் பேசுறேன் ரெண்டு அக்கா பேசுனங்க ஒரு அண்ணா பேசுனங்க எல்லாரும் எல்லாருக்கும் சப்போர்ட் பண்ணாத எல்லாரும் பேசுறாங்க எல்லாரும் அப்படி இருக்காங்க நம்ம இப்படி பேசக்கூடாது பண்ணக்கூடாது தப்பான விஷயம் சொல்லக்கூடாது அப்படினு நினைப்பாங்க செறிங்களா நான் தப்ப சொன்ன கமெண்ட்ல வையாதீங்க அப்படி வஞ்சிங்கான நீக்க தமிழனே இல்ல  '],[1.]
14,"['சீனா பிரம்மாண்டமான அதே சமயம் வினோதமான ஒரு முயற்சியில் இறங்கியிருக்கிறார்கள். ஏன் என்று சொல்லக்கூடிய ஆழ்டபிஶல் இன்டெலஜன்ஸ் அப்பறம் தீனிப் என்ட்ழ் இதை கொண்டு ஒரு பெரிய அணையைக் கட்ட போகிறார்கள். சீனாவில் திருடி பெண்களுடைய ஆதிக்கம் அதிகமாக இருக்கிறது. முக்கியமாக தனியாக கட்டுமானங்கள் எல்லாம் பார்த்தீர்கள் என்றால், தழி டி- ப்ழின்டிங் அதிகமாக பயன்படுத்துகிறார்கள். சும்மா ஐநூற்றி. தொண்ணூறு அடி உயரம் கொண்ட இந்த அணை மஞ்சள் வந்து மேலே கட்டப்படுகிறது. எதற்கு எந்த மனிதர்களையும் பயன்படுத்தப் போவது இல்லையா? லாரிகள் உன் ஆலோசர்கள் எல்லாம் இயந்திரங்கள் உமே ழஒவ்பாட் மூலமாக ஆழ்டபிஶல் இன்டெலஜன்ஸ் மூலமாக கட்டுப்படுத்தி கேட்கப் போகிறார்களா? இப்படி கட்டுவதால் ஹ்யுமன் எழ்ழ்? அப்படி என்கிறதை ஆகாதா? இதன் மூலமாக நிறைய பொருட்களை வந்து மிச்சம் படுத்துகிறார்கள். அது மட்டுமில்லாமல் இந்த அணையை இரண்டே வருடங்களில் இதன் மூலமாக கட்டி முடித்து விடலாம். அப்படி அந்த அணை கட்டி முடித்த உடனே நீர், மின்சாரம் மூலமாக இந்த பகுதியை சுற்றி சுமார் ஐந்து கோடி மக்களுக்கு வந்து மின்சாரம் கொடுப்பதற்கு அவர்கள் ப்லன் பண்ணி இருக்கிறார்கள்.']",[1.]
15,"['னஸ உடைய மஸ் க்யுழிஆஸடி ழஒவ்வ்ழ் கடந்த மே மாதம் ஏழாம் தேதி ஒரு பட்ஆகழபழ் வெளியிட்டது. பொவ்டொவ்வில் செவ்வகமாக கதவு மாதிரியான அந்த அமைப்பு வந்து ஒரு ஹொவ்டெல் மெய். இதன் மூலமாக வேறு ஒரு யுனௌழ்ஸடி நம்ம போவதற்கான ஒரு கதை இங்கே இருக்கிறது. அப்படியென்று இன்ட்ழ்னெடில் வைழல்க அந்த புகைப்படம் வர வைத்து இதை பார்த்தால் மஸாக ஒரு விளக்கம் கொடுத்து இருந்தார்கள். அது அவ்வளவு பெரிய கதை எல்லாம் கிடையாது. அது யாரோ ஶ்உட் பண்ணி அந்த பொவ்டொவ் போட்டு இருக்கிறார்கள். அக்சவலி வித் ஸுப்ழ் ஸென்டமன்ட் இருக்கும். ஹைட் வந்து ஒரு நாற்பத்தைந்து ஸென்டமிட்ழ் கொண்ட ஒரு சின்ன அமைப்பு தான் அது. நில நடுக்கம், இயற்கை சீற்றம் என்று அடிக்கடி செவ்வாய் கிரகத்தில் மாற்றம் ஏற்படக் கூடிய இடம் தான் அது. அப்படி என்பதால் அது இயற்கையாக உண்டாகி இருக்கலாம். இது போல இயற்கையாய் அமைந்த காழ்லின் சமகாலத்தில் அதிகமாக இருக்கிறது. அதனால் இந்த பொவ்டொவ் ஜும் பண்ணி இது வந்து தப்பான செய்தியை பரப்ப வேண்டாம். அப்படி என்று சொல்லியிருக்கிறார்கள்.']",[1.]
16,"['நில வோடைய மண் எடுத்து விஞ்ஞானிகள் அந்த செடி வளர வைத்திருக்கிறார்கள். ஆயிரத்து தொள்ளாயிரத்து அறுபத்தி ஒன்பதில் எழுத்து இரண்டு வரைக்கும் நிறைய அப்லகெயஶன்ஜ் நிலவுக்கு மனிதர்கள் போயிட்டு வந்தார்கள். அப்போது அங்கே இருந்து கொண்டு வந்த கற்கள், பாறைகள், மண் இந்த மாதிரிலாம் இருக்கிறது. கிட்டத்தட்ட முன்னூற்று எண்பத்தி இரண்டு கிலோ இந்த மாதிரி பொருட்களை கொண்டு வந்தார்கள். அந்த பொருட்களை நூற்றி என்பது உலக நாடுகளுக்கு ஶ்எழ் பண்ணி கொடுத்தார்கள். நான்தான் இப்போது சமீபத்தில் என்ன பண்ணினார்கள் என்றால், லொவ்ன் அவொய்ட் அப்படி என்று சொல்லக்கூடிய அந்த நிலவு உடைய மண்ணில் வந்து, இப்போ என்ன செய்தார்கள் என்றால் ஞானி காதல் கட்டுக் காளிபிளவர் பழாகலி என்று சொல்லிவிட்டு அந்த செடிகளுடைய விதைகளைக் போட்டு பார்த்தார்கள். இரண்டே நாட்களில் அது வளர ஆரம்பித்து இருக்கிறது. சுமார் இருபது நாள் வளர்ந்த பிறகு அவரை வளர்ச்சியில் சின்ன பாதிப்பு. சின்ன மாற்றம் இருக்கிறது. அதற்கு பிறகு அதை அறுவடை பண்ணி அதனுடைய ழ்ன னொவ்டஸ் பண்ணி பார்த்தார்கள். ரொம்ப அழுத்தமான எம்ப்லொய்மன்டில் இருக்ககூடிய அதிகமான உப்பு அப்பறம் மெடல் மாதிரியான தன்மை கொண்ட அந்த மண்ணில் வளர்ந்ததால் அந்த செடிகளுக்கு ஸ்ட்ழெஸ் உண்டாகியிருக்கிறது ஆய்வாளர்கள் கண்டுபிடித்தார்கள்.']",[1.]
17,"['ஸம்ஸங். இந்த பேரை சொன்ன உடனே நம்மளும் நிறைய பேருக்கு ஒரு ஸெல் பொவ்ன் கம்பனி தான் ஞாபகத்திற்கு வரும். பட் உண்மை என்னன்னு பார்த்தீர்கள் என்றால், ஸம்ஸங் ஸெல்பொவ்ன் தவிர ஏகப்பட்ட விஷயங்கள் செய்கிறார்கள். நம்ம ஸம்ஸங் வந்து பில்டிங் கன்ஸ்-டழகஶன் பண்ணுகிறார்கள். சாதாரண பில்டிங்ஜ் சொல்லுங்கள். உலகத்திலேயே மிகப்பெரிய டௌழ் ப்ழிஜ்~ கலபொழ்ன்ய இருக்கட்டும், மலேசியாவில் இருக்கிற ட்வின் டௌழ்ஜ் ஆக இருக்கட்டும். இரண்டையுமே ஃபில் பண்ணுது. ஸம்ஸங் னோட கன்ஸ்-டழகஶன் பிஜ்னஸ் உலகத்திலேயே இரண்டாவது மிகப்பெரிய ஶ்இப் பில்ட் வந்து ஸம்ஸங் ஸம்ஸங் வந்து டங்க் பிஜ்னஸ் இருக்கிறார்கள். ஸொவ் போரில் நிறைய கன்ட்ழிஜ்~ டங்க் ஸப்லை பண்ணுகிறார்கள். ஸம்ஸங் வந்து னெத்ழ்லன்ட் அப்படி என்று சொல்லப்படுகின்ற ஒரு அம்யுஜ்மன்ட் பாழ்க் வந்து கொரியாவில் நடத்துகிறார்கள். இன்னும் ஹொவ்டெல் மட்டும் தான் பாக்கி இருக்கு என்று நினைத்தீர்கள். அன்ஸழ் வந்து சில அப்படியென்று, சொல்லப்படுகின்ற ஒரு லக்ஸ்ழி ஹொவ்டெல் வந்து கொரியாவில் நடத்திக்கொண்டு இருக்கிறார்கள். ஊரில் எவனும் இல்லாமல் எவ்வளவு பெரிய கம்பனி இல்லாமல் நடத்துகிறான். ஆனால் ஒரு யுடுப் சனல் நடத்துவதற்கு நான் படுற அவஸ்த இருக்கிறது ஐயோ, ஐயோ']",[1.]
18,['ஹலொவ் வி வான்ட் நம்மதான் டௌழி அன்ட் ஹலொவ் ம்க் பெழஶ்உட் அப்படி என்று சொன்னேன் என்றால் வ்ழ்ல்ட் புலாக இருக்கின்ற மக்களுக்கு வந்து இந்த ஃப்லைடில் இருந்து குதிக்கும் போது யுஸ் பண்ணுகிற பெழஶ்உட் தான் ஞாபகத்திற்கு வரும். பட் இந்தியாவில் இருக்கிற எல்லோருக்கும் தேங்காய் என்னை ஞாபகத்திற்கு வரும். என்னைக்காவது யோசிச்சி இருக்கிங்களா ஒரு கொவ்கனட் ஒய்ல் கெய்ம் பெழஶ்உட் என்கிற பெயர் இருக்கிறது. ஸொவ் னைன்டின் ஸிக்ஸ்டி யில் இந்த பழன்ட் ஆரம்பிக்கும் போது இதற்கு என்ன பெயர் வைக்கலாம்? குட்டி குட்டியாக ஒய்ல் வந்து இது தான் பழ்ஸ்ட் இந்தியாவில் வரப்போகிறது. கொவ்கனட் ஒய்ல் இருக்கும். அப்போது வந்து இந்தியா வந்து னைன்டின் ஸிக்ஸ்டிஜ்~. இந்த காலகட்டத்தில் இரண்டு போரில் இருந்தார்கள். ஒன்று சைன வோட இன்னொன்று பாகிஸ்தான்உடைய. அப்பொழுது தான் வந்து இந்த பெழஶ்உட் பெழன்ட் ழுபிஜ்~. இந்த வார்த்தை எல்லாம் வந்து புதிதாக நாட்டிற்குள் எல்லா னுஜ் பெய்பழ் யிலும் போய்க்கொண்டு இருந்தது. சரி இந்த பெயர் புதிதாக இருக்கிறது. நாம் உடனே அந்த ஒய்ல் க்கு வைத்துவிடலாம் அப்டின்னு சொல்லிட்டு வைத்து இருக்கிறார்கள். இன்றைக்கு பெழஶ்உட் என்று சொன்னால் பழன்ட் ஞாபகத்திற்கு வருகிறது. பெழஶ்உட் விட இன்னும் நிறைய தெரிந்து கொள்வதற்கு ஸப்ஸ்க்ழைப் பண்ணுங்கள். பாக்ஸஜ்'],[1.]
19,"[""பொன்னியின் செல்வன் ஒட்டுமொத்த தமிழ் உலகமும் பேசுகின்ற ஒரு வார்த்தை எழுதப்பட்ட போது ஸ'க்ஸ்எஸ்பல் டாப். அவ் த டவ்ன் னாக இருந்த ஒரு படைப்பு புண்ணியன் செல்வன் எழுதி முடித்து அடுத்த எழுபது வருடத்திற்கு ஒவ்வொரு வருடமும் அதிகமாக விற்கப்படுகிறது. புத்தகமாக இருக்கின்ற ஒரு மிழகல் வந்து புண்ணியம் சொல்லுவேன். இது உண்மை கதையா? இல்லை ஒரு கற்பனை கதையா? உண்மை சம்பவங்களின் அடிப்படையில் எழுதப்பட்ட ஒரு கற்பனைக் கதை புண்ணியன் செல்வன். கிட்டத்தட்ட இரண்டாயிரம் பக்கங்கள் இருக்கிறது. ஐந்து பாகங்கள் இருக்கிறது. முக்கியமான கதாபாத்திரங்கள் மட்டுமே முப்பத்தி எட்டு இருக்கிறது. துணைக் கதாபாத்திரங்களை அறுபதுக்கு மேல் இருக்கிறது. ஐந்து வால்யும்ஜ் இருக்கக்கூடிய இந்த கதை என்ன? கல்கி என்ற புத்தகத்தில் ஒரு தொடராக ஸ்டாழ்ட் ஆச்சு. அதன் ஆசிரியர் கல்கி கிருஷ்ணமூர்த்தி அவர்கள். ஆங் அதை சொல்வார்கள். கல் அவருடைய மனைவி கல்யாணம் உடைய பெரும் கி. அவருடைய பெயரின் முதல் இரத்தம் சேர்த்து கல்கியின் அவர் புனைப் பெயர் வைத்ததாக சொல்வார்கள். சுதந்திரம் வந்து மூன்று ஆண்டுகள் முழுதாக முடிவதற்குள் பொன்னியின் செல்வன்னு ஒரு புதினம் ஸ்டாழ்ட் ஆகிவிட்டது. வாராவாரம் அதற்காக அந்த புத்தகத்தை மக்கள் வாங்க ஆரம்பித்துவிட்டார்கள்.""]",[1.]
20,['ஆமா வெய்டாக இருக்கும் ஒரு ட்ழாலி எடுத்துக்கொள்ளலாம். அதாவது காசுலாம் அந்த ப்ழி தான். ஆமா ஆமா இது வாங்கிதாமா பெய்ஸ்ட். அதாவது நான் கண்டிப்பாக யுஸ் பண்ணுவேன். எங்க போய்ட்டாங்க. அவங்க தீ காணமே. ஏம்மா க்வெஸ்சன்? பிள்ளை போட்டுறலாமா அதுக்கு ஃப்லிஜ்~ வருது. அத கண்டுபிடிச்சிட்டு ஆரமிக்காத எடமும் உங்களுக்கு போறோம். மங்கமா இருக்கேன் மைன்ட். அடுத்தது நாங்க மன்னிக்கிறேன் ரசிச்ச வேணாமா? அவன் சீக்கிரம் ஆமா இங்க இவங்க போனாங்க. ஸொவ் ஒரே வைப்பாளுங்க ரெண்டு பூர்வ எதுக்கு போயிட்டாங்க. வந்துருவாங்க ஸ்ழ் உன் மாதிரி நாங்க காரிங்க போயிட்டு பார்த்துட்டு வந்தாங்க எவ்வளோ'],[1.]
21,['இந்த விடிஒவ் காழ்டிஒவ் அதாவது ழனிங் ஜாகிங் ஸைகலிங் போன்ற விஷயங்கள் ஏன் இம்பொழ்டன்ட் என்று பார்க்கலாம். காழ்டிஒவ் உங்கள் ஹாழ்ட் க்கு ரொம்பவே முக்கியம். உங்கள் ஹாழ்ட் எப்பவுமே பிடாக வைத்துக் கொள்ளும். எவ்ழிடெய் காழ்டிஒவ் ஹொவ்ல் பாடி வ்ழ்க் பண்ணுவதனால் உங்களை எப்பவுமே என்ழ்ஜெடிக் ஆக வைத்துக்கொள்வோம். காழ்டிஒவ் வெய்ட் லிப்டிங் விட அதிக கல்ழிஜ்~ பான்ட் பண்ணனும் ஸொவ் உங்க வெய்ட் லொஸ் கொவ்ல்ஜ்! நீங்க இன்னும் ஃபஸ்ட் அசிவ் பண்ணலாம். அதுமட்டும் இல்லாமல் உங்கள் மெடபாலிஜம் ஐயும் அதிகமாக வைத்திருப்போம். ஸொவ். அதனால் நீங்கள் இன்னும் அதிக கல்ழிஜ்~ பொவ்ன் பண்ணலாம். வெய்ட் கெய்ன் பண்ண வேண்டும் என்று நினைப்பவர்கள் காழ்டிஒவ் பண்ணுவதினால் நீங்கள் இன்னும் அதிகமாக சாப்பிடலாம்.'],[1.]
22,['சமீபத்தில வெள்ளியிருக்க வலிமை திரைப்படம் அழியன்ஸ் நம்ம மத்தியில இருக்குறத வந்து உறுதி படுத்துறது மட்டும் இல்லாம அவுங்கள நல்லவங்களா சித்தரிச்சுருக்கு எப்படினு கேக்குறீங்களா நீங்க கேக்கல இருந்தாலும் சொல்றேன் வலிமை மூணு எழுது அழியன்ஸ் மூணு எழுது எப்படி டைட்டில்லே ஒரு ஒத்துமை பாருங்களேன் இந்த  மாறினு ஒரு பாட்டு இருக்குல்ல அதுல வர லைன பாத்தீங்கன்னா நாங்க வேறமாரி வேறமாரி என்ன சொல்ல வரைங்க நாங்க வேறமாறி உயிரினம் நாங்க மனிதர்களே இல்ல அப்படினுடராத ஓபன் ஆஹ் சொல்றாங்கா இவுங்க எந்த மாறி ஏலியன்ன க்ஸ் மென் படத்துல ஒரு ப்ளூ கலர் பொம்பள வரும்ல அமனக்கடைய அங்கிட்டும் இங்கட்டும் சுத்திட்டு இருக்கும்ல அந்த பொம்பள மாறி இடத்துக்கு எத மாறி உருவத்தை மாதிப்பாங்க மொதல்ல ஹிப்ஹாப் ஆதி சிவகார்த்திகேயன் இப்போ எகே இவங்கல்லாம் சேந்து எலன் மஸ்க் கூட சேந்து ஒரு நிமிஷம் ஹலோ பைக் சேவை முடிஞ்சுங்களா சூப்பர் இன்னைக்கெய் டெலிவரி அடுத்துகிறேன் ஓகே எங்க விட்டேன்   '],[1.]
23,"['ஃபக்ட் மடழஃஸ் எடுக்கலாமா? வேண்டாமா? அது உடம்புக்கு கெடுதலான இல்லையா? எல்லாவற்றை பற்றியும் தெரிந்து கொள்ள இந்த விடிஒவ் பாருங்கள். பட் பொழடழ் போட்ட உடனே உங்கள் உடம்பு கொழுப்பை கரைக்க ஆரம்பித்துவிட்டது. நீங்கள் ஏற்கனவே ஒரு பக்லாக் வெய்ட் டயட் இல் இருக்கவேண்டும். இது ஜஸ்ட் உங்களுக்கு ஒரு எக்ஸ்ட்ழ புஶ் தான் கொடுக்கும். உங்களுக்கு மொழ் என்ழ்ஜி இருந்தால், நீங்கள் இன்னும் பெட்ழாக யுஸ் பண்ணுவீர்கள். அதனால் இன்னும் பெட்ழாக கல்ழி ழிஸ்பான்ட் பண்ணுவீர்கள். இது உங்கள் வெய்ட் லொங் ஸ்டன்டிங் ஸ்டாழ்டிங் லேயே எடுத்து ஒரு பிரயோஜனமும் இல்லை. எப்போது ரொம்ப கஷ்டமாக தான். அப்போது எடுத்தால் மட்டும் தான் யுஸ் நல்ல கம்பனி பன்டன்ஸி இலிகல் ஸெகஶன்ஜ் எதுவும் இல்லை ஸொவ். அதனால் உங்கள் உடம்பிற்கு கெடுதல்.']",[1.]
24,['உங்கள் உடம்பில் நிறைய கொழுப்பு இருப்பதற்கு காரணம் உங்கள் பமலி ஜனெடிக்ஸ் தான் என்று நம்புகிறீர்களா? உண்மைய தெரிந்துகொள்ள இந்த விடிஒவ் பாருங்கள். இதில் ஓரளவுக்கு உண்மை இருக்கிறது. ஏனென்றால் சில பேருக்கு பாடிஇல் இருக்கின்ற பஶன்ஜ் மற்றவர்களை விட இன்னும் அதிகமாக இருக்கும். இது உங்கள் ஜனெடிக்ஸ் என்றால் தான் அதிகம் பஶன்ஜ் இருந்தால் பாடி இன்னும் இ_ஜிஆக பாழ்ட்ஸ் கௌழ் பண்ண முடியும். ஆனால் னக்ஸல்ஜ் அதிகமாக இருந்தால் ஃபக்ட் குறைக்க முடியாது என்று எதுவுமே இல்லை. அது உங்கள் கையில் தான் இருக்கிறது. பழாபழ் டயட் எக்ஸ்ழஸைஜ் ழுடின் ஃபாலொவ் பண்ணினால் யார் வேண்டும் என்று பெழ் க்லொவ்ஸ் பண்ணலாம். ஒவ்வொரு வெய்டாக இருந்தால் நிறைய ஹெல்த் காம்ப்லகெயஶன்ஜ் வர ஆரம்பித்துவிடும். உங்க வெய்ட் ரஜினி ஆரம்பிக்கும் டிப்ஸ்! ஃபாலொவ் பண்ண ஆரம்பி!'],[1.]
25,"['லெய்டிஜ்~ இந்த விடிஒவ் உங்களுக்கு தான் நான் சொல்வதெல்லாம் கெழ்பல் கவனிங்க. நீங்கள் ஜிம்க்கு போய் வெய்ட் லெஸ் பண்ணீர்கள் என்றால் பாடி பில்ட்ழ்ஜ் மாதிரி பல்கெழிஅ ஆகவே மாட்டீர்கள் நீங்கள் பிஜிகல் இம்ப்ழுவ் பண்ணுங்கள். ஒவ்வ்ழஒல் ஹெல்த் இம்ப்ழுவ் பண்ணுவீர்கள் ஸ்ட்ழெங்க்த் ரொம்பவே இம்ப்ழுவ் பண்ணுவீர்கள் நீங்கள் ழெக்யல்ழாக விதவ்ட் பண்ணுகிறவர்களாக இருந்தீர்களா? எல்லாம் வ்ழ்கவ்ட் பண்ணனும் என்று நினைத்தீர்கள் என்றால் கண்டிப்பாக வெய் ப்ழஒவ்டின், ஸப்லமன்ட்ஸ் எல்லாம் எடுத்துக்கொள்ளலாம். பசங்களுக்கு தான் ப்ழஒவ்டின் தேவை என்று ஓடி அந்த அவசியமும் இல்லை. அதற்கு அப்பறம் அவர்கள் பாடி ரொம்பவே ஸென்ஸடிவ். அது என்ன சொல்லுதோ? எப்பவுமே கேளுங்கள் வெய்ட் வாசம் வெய்ட். கெய்ன்! ரொம்ப ழஶ் பண்ணாதீர்கள் ஸ்லொவாக டைம் எடுத்துக் கொள்ளுங்கள். ஒரு ஹய் ப்ழஒவ்டின் டைழ்ட் க்ழஒவிங் ஸ்கின் கொடுக்கும். பொவ்ன் பழமொவ்ட் பண்ணனும். நாள்பூரா என்ழ்ஜி யும் கொடுக்கும். ஸொவ் சிகன் ஸொவ் சன்ஸ். இந்த மாதிரி விஷயங்கள் எல்லாம் சாப்பிட பயப்படவே பயப்படாதீர்கள். டெய்பல் டொவ்ன்ட் ஸெகன்ட்லி வேலைக்கு. அதற்கு அப்பறம் ஃபாலொவ் பண்ண மறந்துவிடாதீர்கள்.']",[1.]
26,"['இந்த விஷயங்கள் எல்லாம் உங்களுக்கு உடம்புக்கு நல்லது என்று நினைத்து சாப்பிட்டுக் கொண்டிருக்கிறீர்கள் பட். ஆனால் உங்களையே ஏமாற்றிக் கொள்கிறீர்கள். டிட் னாட் பட்ழ் இந்த விஷயத்தை சாப்பிடுவதை நிறுத்துங்கள். உங்களுக்கு நல்லதே கிடையாது. பாதி விஷயத்தில் பாமாயில் மட்டும் தான் இருக்கிறது. னசழல் பினட், பட்ழ் கூட குட் பக்வொழ்ட்ஜ் இல்லை. ராகி முறுக்கு எல்லாம் மற்ற திணை வகைகளில் இருந்து செய்கின்ற. எல்லா நொறுக்குத்தீனி நீங்களும் உடம்புக்கு கெடுதல் மட்டும்தான் நல்லதே கிடையாது. எண்ணையில், வெண்ணையில் போட்டு வறுத்து எடுக்கும் போதே கதை முடிந்தது. கடைசியா நாட்டை சர்க்கரையில் செய்து ஸ்விட்ஸ். சர்க்கரை என்றாலே சர்க்கரை தான்.']",[1.]
27,['திரும்பி பார்க்கலாம். சினிமா அப்பா அய்யா தேடி பாருடா சினிமா பையா தடவி பார்க்கிறார் சினிமா பையன் சரோஜா ஆங் தரிசனம் தரிசனம் வேற லெவல் பாடுகிறீர்கள் நாங்க கேள்வி பட்டோம் நீங்க வந்து அப்பப்ப ஸஸைஅடி தேவையான மெம்ஜ் எல்லாம் போடுவீங்க அப்படின்னு சொல்லி அப்படியா? ஐ டு தட் வாஜ் ஸொவஶல் மின்ஜ் வென் ஜல்லிக்கட்டு வ்ழ்க் வித் எவ்ழிவன் ஹய் இன் யொழ் லிஸ்ட் அவ் மினஸ்ட்ழ்ஜ் வித் யொழ் ஜிஜன் ழிஜன்ஜ் அது நாங்க தான் வன் ஶ்எழ் இஜ் இக்வல் ட வன் விவசாயி அஸைட் அப்படின்னு நிறைய பாழ்மழ்ஜ் நாங்க ஸெய்வ் பண்ணி இருக்கோம். அவங்க பேர் நிறைய பன்ஜ் கலெக்ட் பண்ணிவிட்டு இ_ஜிஆக ஒரு ட்ழைவ் போய் ஒரு வின்டொவ்ஜ் இல் ஹாழ்ட் ஶாபிங் பெஸ்ட் ழிஅகஶன் டௌட் நிறைய பேர் மின்ஜ் போட்டே கிழை காலி பண்ணி இருக்கிறோம். இது எல்லாமே ஒவ்வொரு விஷயத்தையும் நாம் எப்படி பார்க்கிறோம்? அதற்கு எப்படி ழிஸ்பெக்டிவ் அக்ட் பண்ணுகிறோம். அப்படி என்கிறதை பொறுத்து அப்படிதான் ஸ்ழ்.'],[1.]
